id,name,profile_name_searchable,mbti,enneagram,personality_type,instinctual_variant,tritype,socionics,temperament,attitudinal_psyche,sloan,alignment,classic_jungian,big5_extraversion,big5_neuroticism,big5_conscientiousness,big5_agreeableness,big5_openness,functions,property_id,cat_id,category,sub_cat_id,subcategory,category_is_fictional,vote_count,vote_count_mbti,vote_count_enneagram,total_vote_counts,comment_count,watch_count,contributor,contributor_create_date,type_updated_date,is_active,is_approved,allow_voting,allow_commenting,profile_image_url,wiki_description,source_file,source_index,length_of_description
47368,"Serge ""Frenchie""",frenchie,ENFP 7w6,7w6,ENFP - 7w6 - sx/so - 794 - EN(F) - IEE - ELFV - Sanguine-Phlegmatic - Extraversion 75% - Neuroticism 50% - Agreeableness 75% - Conscientiousness 25% - Openness 100% - SLUAI - Chaotic Good,sx/so,794,IEE,Sanguine-Phlegmatic,ELFV,SLUAI,Chaotic Good,EN(F),Extraversion 75%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 75%,Openness 100%,"Ne, Fi, Te, Si",2,2,Television,4469,The Boys (2019),TRUE,471,471,283,1420,121,31178,Álvaro,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/b8d87179/profile_images/a1a740d7443d42e38676818d45139a40.png,"Frenchie (real name Serge) is one of the main characters in the TV adaptation of The Boys and a member of the vigilante group of the same name. A drug-dabbling, gunrunning jack-of-all-trades, Frenchie’s skillsets are an invaluable resource to Butcher and The Boys, but his impulsive decisions are an eternal source of frustration to Mother's Milk. Frenchie’s got a history as a killer-for-hire — and those jobs, and the human faces behind them, have always stayed with him, like scars. But he’ll rediscover his humanity when he finds a woman locked in a cage in a basement who’s part of a larger mystery, and Frenchie is the only one of The Boys who’s able to connect with her.",pdb_v9_dump_part42.json,549,677
6816,Kurt Hummel,kurthummel,ISFP 4w3,4w3,ISFP - 4w3 - so/sx - 416 - IF(S) - ESI - EFVL - Melancholic [Dominant] - Extraversion 25% - Neuroticism 75% - Agreeableness 75% - Conscientiousness 75% - Openness 75% - RCOAI - True Neutral,so/sx,416,ESI,Melancholic [Dominant],EFVL,RCOAI,True Neutral,IF(S),Extraversion 25%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 75%,Openness 75%,"Fi, Se, Ni, Te",2,2,Television,225,Glee (2009),TRUE,820,820,281,1396,168,569,alex.rolfness,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/55200870/profile_images/04da2c5b78ab4781bfde998e89dfb48e.png,"Kurt Elizabeth Hummel (born May 27th, 1993) portrayed by Chris Colfer. Kurt Elizabeth Hummel is a fictional character from the Fox musical comedy-drama series Glee. Series creators Ryan Murphy, Brad Falchuk and Ian Brennan initially conceived of him as a fashionable gay countertenor who is routinely bullied at school. Kurt is portrayed by actor Chris Colfer, and has appeared as a character on the show since its pilot episode, first broadcast on May 19, 2009. Glee follows the trials of the New Directions glee club at the fictional William McKinley High School in the town of Lima, Ohio, of which Kurt is a member. His storylines in the first season focus on his struggle with his sexuality as he comes out to his father and friends, and deals with his romantic feelings for Finn Hudson, the straight co-captain of the glee club.",pdb_v9_dump_part7.json,229,833
2936,Minerva McGonagall,minervamcgonagall,ISTJ 1w2,1w2,ISTJ - 1w2 - sp/so - 153 - ET(S) - LSE - LVFE - Melancholic-Choleric - Extraversion 25% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 100% - Openness 50% - RCOAI - Lawful Good,sp/so,153,LSE,Melancholic-Choleric,LVFE,RCOAI,Lawful Good,ET(S),Extraversion 25%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 25%,"Si, Te, Fi, Ne",2,3,Movies,87,Harry Potter (Film Series),TRUE,680,680,276,1372,41,1220,NickLizard,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1f9f35e8/profile_images/396e1aa9f8e3475db357c9063f8480fb.png,"Professor Minerva McGonagall, O.M. (First Class), was a Scottish half-blood witch, the only daughter of Muggle Robert McGonagall and witch Isobel Ross. She also was the older sister of Malcolm and Robert Jnr. Minerva attended Hogwarts School of Witchcraft and Wizardry and was Sorted into Gryffindor House, but it took the Sorting Hat five and a half minutes to decide if she was Gryffindor or Ravenclaw, which made her a Hatstall. During her seventh year, she was appointed Head Girl. After her education, Minerva worked for two years at the Ministry of Magic and later returned to Hogwarts, where she became Head of Gryffindor House and the Transfiguration professor. Though she wasn't a member of the Order of the Phoenix during the First Wizarding War, Minerva greatly helped the Ministry of Magic's resistance through spying on Death Eaters and bringing the Aurors crucial information on their activities.",pdb_v9_dump_part3.json,700,910
12094,The Evil Queen,theevilqueen,INTJ 3w4,3w4,INTJ - 3w4 - sx/sp - 385 - IF(S) - EIE - EFVL - Melancholic-Choleric - Neuroticism 75% - Agreeableness 0% - Conscientiousness 75% - Openness 50% - RLOEI - Neutral Evil,sx/sp,385,EIE,Melancholic-Choleric,EFVL,RLOEI,Neutral Evil,IF(S),Extraversion 25%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 0%,Openness 50%,"Ni, Te, Fi, Se",2,3,Movies,564,Snow White and the Seven Dwarfs (1937),TRUE,486,486,268,1371,121,1090,codeaires,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a4e5ec45/profile_images/333da25750b54e708ada05ef667041b7.png,"The Evil Queen (also known as the Wicked Queen, or simply, the Queen) is the main antagonist of Disney's 1937 animated feature film, Snow White and the Seven Dwarfs, and the first Disney villain in the Disney animated features canon. Determined to remain the fairest one of all, the Queen becomes insanely jealous of Snow White, the only one whose beauty surpasses her own. She eventually disguises herself as an old woman to tempt Snow White into eating a poisoned apple, in a final attempt to do away with her only, unknowing rival. Depicted in early designs as a fat character, her appearance eventually evolved into a much more sinister, stately beauty. #CompleteMonster",pdb_v9_dump_part12.json,755,674
2541,Sandor Clegane “The Hound”,sandorclegane“thehound”,ISTP 8w9,8w9,ISTP - 8w9 - sp/sx - 684 - IT(S) - SLI - FLVE - Melancholic-Choleric - Extraversion 25% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 50% - Openness 25% - RLUEN - Chaotic Neutral,sp/sx,684,SLI,Melancholic-Choleric,FLVE,RLUEN,Chaotic Neutral,IT(S),Extraversion 25%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 25%,Openness 25%,"Ti, Se, Ni, Fe",2,2,Television,48,Game of Thrones (2011),TRUE,533,533,269,1366,113,771,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7b11dc08/profile_images/b1719bf77b344fefa0ce8e639a559f11.png,"Sandor Clegane, popularly known as the Hound, was the younger brother of Ser Gregor Clegane and the personal bodyguard of Prince Joffrey Baratheon. When Joffrey ascended the Iron Throne, Sandor was named into his Kingsguard (despite not being a knight), but deserted his post at the Battle of the Blackwater. After traveling as a fugitive with Arya Stark, having a close brush with death following an altercation with Brienne of Tarth, and the mass murder of a congregation he attempted to find peace with, he reluctantly joined the Brotherhood Without Banners in hopes of having a greater purpose. Sandor Clegane shares many traits with his brother, such as his large build, immense strength and toughness. He is a skilled swordsman, but favors heavy strikes and brute force, like his brother he utilizes his sword in a one-handed style.",pdb_v9_dump_part3.json,366,838
2934,Davy Jones,davyjones,INFP 4w5,4w5,INFP - 4w5 - sx/sp - 468 - IF(N) - IEI - ELVF - Melancholic-Choleric - Extraversion 50% - Neuroticism 100% - Agreeableness 0% - Conscientiousness 50% - Openness 75% - RLUEI - Neutral Evil,sx/sp,468,IEI,Melancholic-Choleric,ELVF,RLUEI,Neutral Evil,IF(N),Extraversion 50%,Neuroticism 100%,Conscientiousness 50%,Agreeableness 0%,Openness 75%,"Fi, Ne, Si, Te",2,3,Movies,76,Pirates of the Caribbean,TRUE,526,526,267,1331,191,2251,NickLizard,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/50807fb3/profile_images/1a33c15ef39d41c0ad4f8ccc67c76b90.png,"""Do you fear death?"" Davy Jones was the supernatural ruler of the Seven Seas as the condemned captain of the Flying Dutchman. A fearsome and ruthless captain, striking terror into the bravest of sailors, Jones became the stuff of various myths and legends of Pirate Lore, particularly relating to the Dutchman and Davy Jones' Locker. As the dark lord of the Seven Seas, Davy Jones is intelligent, tyrannical and heartless (both meanings). Towards his crew, he appeared to be cold, cruel and hateful. Davy Jones is known for his sadistic and destructive ways. Very arrogant, dangerous, and manipulative, Jones is shown to be a malicious creature. The only thing he seems to enjoy is to ensure the lives of those around him were as miserable and joyless as his own one. He regularly mistreated his own crew as well, believing that all humans should suffer through the afterlife with much pain; this is backed up by his proclamation of ""Life is cruel. Why should the afterlife be any different?""",pdb_v9_dump_part3.json,791,992
1468,Mona Vanderwaal,monavanderwaal,INTJ 6w5,6w5,INTJ - 6w5 - sx/sp - 638 - EF(N) - EIE - LFVE - Melancholic-Choleric - Extraversion 50% - Conscientiousness 75% - Openness 100% - SLOEI - Neutral Evil,sx/sp,638,EIE,Melancholic-Choleric,LFVE,SLOEI,Neutral Evil,EF(N),Extraversion 50%,Neuroticism 50%,Conscientiousness 100%,Agreeableness 50%,Openness 100%,"Ni, Te, Fi, Se",2,2,Television,182,Pretty Little Liars (2010),TRUE,1068,1068,303,1309,258,981,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/52e6f2ef/profile_images/58984099a48448b7a3564e8c452a65c5.png,"Mona Vanderwaal is a fictional character in the Pretty Little Liars book series, its television adaptation, and the spin-off TV series Pretty Little Liars: The Perfectionists. In the TV shows, she is portrayed by Janel Parrish. Introduced in Pretty Little Liars as Hanna Marin's best friend, Mona initially harbors a grudge against the protagonists, using her intelligence and resources to torment them anonymously as ""A"". In the third season of the TV series, Mona gains a partner who eventually takes control from her. Afterward, she forms an unstable alliance with the protagonists, becoming a victim of her own creation. Considered the most knowledgeable character in the series, Mona is versed in computer hacking, language proficiency, and mimicry. She is often described as calculating, controlling, and driven. She is also driven by a desire to protect herself. Though introduced as a villainess, she eventually takes steps toward redemption. Mona is the first 'A' in the show and the book.",pdb_v9_dump_part2.json,159,998
6343,Prince Naveen,princenaveenofmaldonia,ESFP 7w8,7w8,ESFP - 7w8 - sx/so - 739 - EF(S) - ESE - FEVL - Sanguine [Dominant] - Extraversion 100% - Neuroticism 50% - Agreeableness 50% - Conscientiousness 25% - Openness 50% - SCUAN - Chaotic Good,sx/so,739,ESE,Sanguine [Dominant],FEVL,SCUAN,Chaotic Good,EF(S),Extraversion 100%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 50%,Openness 50%,"Se, Fi, Te, Ni",2,3,Movies,561,The Princess and the Frog (2009),TRUE,488,488,257,1309,90,2154,Ellie889,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/f9783f13/profile_images/692a69c7df584407ae6ccacf3c9bf27a.png,"Prince Naveen is the deuteragonist of Disney's 2009 animated feature film The Princess and the Frog. He is the eldest prince of Maldonia, who prides himself in being charming and handsome. While visiting New Orleans, Naveen was transformed into a frog by a wicked witch doctor. Only by kissing a princess can Naveen break the spell and become human again. He comes across a woman named Tiana whom he kisses, believing she is a princess due to her attire, but due to her not being an actual princess, she too is transformed into a frog, thus having to face the same problem as him. Naveen is loosely based on the nameless titular character from the popular classic fairy tale story ""The Frog Prince"", as well as Prince Eadric from E.D. Baker's 2002 novel The Frog Princess.",pdb_v9_dump_part7.json,269,772
233539,Im Joo-Kyeong,imjookyeong,ENFP 2w3,2w3,ENFP - 2w3 - sx/so - 297 - EF(S) - ESE - FELV - Sanguine-Phlegmatic - Extraversion 50% - Neuroticism 50% - Agreeableness 75% - Conscientiousness 75% - Openness 75% - SLUAI - Lawful Good,sx/so,297,ESE,Sanguine-Phlegmatic,FELV,SLUAI,Lawful Good,EF(S),Extraversion 50%,Neuroticism 50%,Conscientiousness 50%,Agreeableness 75%,Openness 50%,"Ne, Fi, Te, Si",2,2,Television,14920,True Beauty (2020),TRUE,639,639,264,1273,207,5198,Kira,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7c337b23/profile_images/10593d4dd2694e1a9b0fd5d39fb80038.png,"#Jukyung #Jugyeong #ImJuKyung #ImJuGyeong The main character of True Beauty. She is a bright 18-year-old who likes horror comics and metal music but has developed a complex about her appearance as she was bullied at her previous school due to having acne, red cheeks and thick eyebrows. She masters the art of makeup and transfers to Saebom high school where she is treated way too differently thanks to the makeup hiding her bare face and becomes a student in Class 2-5. Jugyeong is immediately considered a goddess in Saebom High on her first day there. She is also a middle daughter between two siblings; her older sister, Heegyeong, and her younger brother, Juyeong, who goes to the same school as her.",pdb_v9_dump_part191.json,236,706
62561,Humpty Alexander Dumpty,humptydumpty,ENTP 4w3,4w3,ENTP - 4w3 - sx/so - 468 - EN(F) - EIE - ELVF - Sanguine-Choleric - Extraversion 50% - Neuroticism 75% - Agreeableness 50% - Conscientiousness 50% - Openness 75% - SLUEI - Chaotic Neutral,sx/so,468,EIE,Sanguine-Choleric,ELVF,SLUEI,Chaotic Neutral,EN(F),Extraversion 50%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 50%,Openness 75%,"Ne, Ti, Fe, Si",2,3,Movies,247,Shrek (Franchise),TRUE,703,703,204,1267,66,1060,marinerjack,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/e71f55ae/profile_images/8b626060865d477c956955d6e236373f.png,"Humpty Alexander Dumpty appears in Puss in Boots. He was childhood friends with Puss and tried to get him to rob a bank with him making wanted by the law. Years later Humpty along with Kitty Softpaws convinced Puss to help him get magic beans from Jack and Jill to get the Golden Goose but it was revealed that this was just a trap to just get Puss back home and arrested as revenge for abandoning him. But later Humpty had a change of heart and help Puss and Kitty fight The Great Terror. He ultimately redeems himself by performing a Heroic Sacrifice, where he's revealed to be a golden egg himself. In Shrek SuperSlam, he is known as Master Fu and is an unlockable character. In Shrek 4-D, his grave can be seen in the cemetery.",pdb_v9_dump_part54.json,446,731
8530,Maleficent,maleficent,INTJ 4w5,4w5,INTJ - 4w5 - sx/sp - 485 - IF(S) - EIE - VLEF - Choleric [Dominant] - Extraversion 25% - Neuroticism 50% - Conscientiousness 50% - Openness 50% - RLOEI - Neutral Evil,sx/sp,485,EIE,Choleric [Dominant],VLEF,RLOEI,Neutral Evil,IF(S),Extraversion 25%,Neuroticism 50%,Conscientiousness 50%,Agreeableness 0%,Openness 50%,"Ni, Te, Fi, Se",2,3,Movies,566,Sleeping Beauty (1959),TRUE,432,432,304,1265,213,1705,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a53ec356/profile_images/f6eb2b32b2eb4ae1b8058c7247509e21.png,"Maleficent is the main antagonist of Disney's 1959 animated feature film Sleeping Beauty. A malevolent fairy, she is an incarnation of pure evil and is responsible for all the misfortune in King Stefan's kingdom. Taking offense at not being invited to the christening of Princess Aurora by Stefan and his wife, Queen Leah, Maleficent curses the princess to die by pricking her finger on a spinning wheel's spindle before the sun sets on her 16th birthday. She also appears to be particularly disdainful of Flora, Fauna, and Merryweather, her benevolent rivals. She is frequently accompanied by her pet raven, Diablo. With her dark, elegant design, dramatic and flamboyant animation, and an unlimited arsenal of magic powers at her command, Maleficent is one of the most popular and recognizable Disney Villains, in addition to being one of the primary members of the official franchise.",pdb_v9_dump_part8.json,791,886
757,The Twelfth Doctor,thetwelfthdoctor,INTJ 5w6,5w6,INTJ - 5w6 - sp/so - 531 - IT(N) - LII - VLFE - Choleric-Melancholic - Extraversion 25% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 75% - Openness 100% - RCOEI - Neutral Good,sp/so,531,LII,Choleric-Melancholic,VLFE,RCOEI,Neutral Good,IT(N),Extraversion 25%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 25%,Openness 100%,"Ni, Te, Fi, Se",2,2,Television,78,Doctor Who (2005),TRUE,651,651,266,1209,228,2007,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/5cfdcf55/profile_images/a81ecbe5557b423d92f721c8cb923ca8.png,"An acerbic, aging punk rocker-cum-street magician. Although still lovably dorky, he is less goofy and affable compared to the Eleventh Doctor and values a pragmatic approach. Twelve exploits the full breadth of his age and experience as a Time Lord rather than hiding from it, and can be dangerous and difficult as a result. Because he is a bit blunt and insensitive at times, he occasionally outdoes his predecessor's alien mannerisms. Unlike some past incarnations, he hates being touched and has little interest in flirting with anyone; even a simple hug makes him squeamish at first. Despite all of this, he remains capable of incredible compassion towards even the least likely souls, still determined to be the man who saves people - Earth, as he often warns enemies, is definitely under his protection and, if you hurt it (or things he cares about), he's coming for you. And God help you when he does. He could either kill you, or make you wish he HAD.",pdb_v9_dump_part1.json,496,959
45450,Violet Beauregarde,violetbeauregard,ENTJ 3w4,3w4,ENTJ - 3w4 - so/sp - 387 - ET(N) - LIE - FLVE - Choleric [Dominant] - Extraversion 75% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 75% - Openness 50% - SLOEN - Neutral Evil,so/sp,387,LIE,Choleric [Dominant],FLVE,SLOEN,Neutral Evil,ET(N),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 25%,Openness 50%,"Te, Ni, Se, Fi",2,3,Movies,2498,Charlie and the Chocolate Factory (2005),TRUE,464,464,277,1167,99,2507,Catilina,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7d6f2fb8/profile_images/8f1133c8012c491a94dbf548dc212a09.png,"Violet Beauregarde is a prideful, arrogant, chewing-gum obsessed 10-year-old girl, the third person to find a Golden Ticket and one of the four main antagonists of Charlie and the Chocolate Factory. She's a professional athlete, and that's what drives her to win competitions of any sort. In the book, she chewed on Wonka's untested gum because she's a gum-chewer, and that's what she does. In this film, she takes Wonka's warning as a challenge and tells him she's not afraid of anything. Whatever she sets her mind to do, she works hard to become the best there is at it, be it sports, gum chewing, etc.",pdb_v9_dump_part40.json,976,605
7782,Ferris Bueller,ferrisbueller,ENTP 7w8,7w8,ENTP - 7w8 - sp/so - 739 - EN(T) - ILE - FLEV - Sanguine [Dominant] - Extraversion 100% - Neuroticism 25% - Agreeableness 50% - Conscientiousness 25% - Openness 75% - SCUEI - Chaotic Neutral,sp/so,739,ILE,Sanguine [Dominant],FLEV,SCUEI,Chaotic Neutral,EN(T),Extraversion 100%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 50%,Openness 75%,"Ne, Ti, Fe, Si",2,3,Movies,929,Ferris Bueller's Day Off (1986),TRUE,450,450,273,1143,152,1078,jlyrand,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/250a41a3/profile_images/4fecb2e8b5374a7eb7f8e39649250178.png,"Ferris Bueller is the main protagonist in Ferris Bueller's Day Off. He is friends with Cameron Frye and the boyfriend of Sloane Peterson. He has been absent nine times. He asked for a car but got a computer, apparently being born under a bad sign. He plays the clarinet, even though he's never had one lesson. He has to bum rides off of people because he doesn't even have a piece of tin (per the broadcast TV version of the movie). He is eighteen but now somewhere in his fifties. He is played by Matthew Broderick. He is incredibly caring, and even though he has his flaws, like getting too ahead of himself and forgetting the needs of others. However, after his best friend Cameron Frye is presumed catatonic, it is clear that he rethinks his ways. Even though he was never truly punished for his 'day off,' it is clear through facial expressions and subtext that he learns the error of his ways. This is especially evident with the repaired relationship with his twin sister, Jeanie Bueller.",pdb_v9_dump_part9.json,147,995
47374,Margaret Shaw “Queen Maeve”,queenmaeve,ISTJ 9w8,9w8,ISTJ - 9w8 - sp/sx - 963 - IS(T) - SLI - FLEV - Phlegmatic-Choleric - Extraversion 25% - Agreeableness 50% - Conscientiousness 50% - Openness 25% - True Neutral,sp/sx,963,SLI,Phlegmatic-Choleric,FLEV,RCOEN,True Neutral,IS(T),Extraversion 25%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 50%,Openness 25%,"Si, Te, Fi, Ne",2,2,Television,4469,The Boys (2019),TRUE,370,370,229,1143,98,870,Álvaro,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/24078685/profile_images/ebd1fc8171bd4bb6b3b2727d87df6c5f.png,"Queen Maeve (real name Margaret “Maggie” Shaw) is one of the main characters in the Amazon series The Boys. She is a superhero and a member of The Seven. As a warrior, a feminist, a humanitarian, and second most powerful member of The Seven, Queen Maeve is the ultimate role model for little girls all over the world. But to reach such astonishing heights, she’s had to make sacrifices along the way. Embracing the image that Vought demanded she accept meant abandoning the truths – and even some of the people – she held dear. Disillusioned and cynical, she’s now a shell of the determined idealist she once was. Although she is regaining some of what she once was when she came to the aid of The Boys against Stormfront and Homelander. #ISTJAnti-Heroes",pdb_v9_dump_part42.json,765,754
47371,Reginald Franklin “A-Train”,atrain,ESFP 3w4,3w4,ESFP - 3w4 - sx/so - 378 - EF(S) - SEE - FEVL - Sanguine-Choleric - Extraversion 100% - Neuroticism 75% - Agreeableness 50% - Conscientiousness 25% - Openness 25% - SLUEN - Chaotic Neutral,sx/so,378,SEE,Sanguine-Choleric,FEVL,SLUEN,Chaotic Neutral,EF(S),Extraversion 100%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 50%,Openness 25%,"Se, Fi, Te, Ni",2,2,Television,4469,The Boys (2019),TRUE,316,316,221,1129,122,472,Álvaro,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/4b832e16/profile_images/968c93d634444565a7e9e2ef47f74802.png,"A-Train (real name Reggie Franklin) is one of the main characters in the Amazon series The Boys. He is a speedster who used to be a part of the team known as the Teenage Kix, and is a returning member of The Seven. He inadvertently killed Robin Ward (Hughie Campbell's girlfriend) with his powers while high on Compound V, the event which ultimately lead to Hughie joining The Boys. A-Train was let go from The Seven, but has since been asked to rejoin, and is the current ""fastest man in the world"". Underneath the cavalier exterior of a celebrity superhero lies the soul of a mortal athlete, with a deep insecurity about staying at the top. He’ll do whatever it takes to remain in The Seven, because he knows it’s only a matter of time until a younger, faster challenger takes his place — and that’s a problem even the fastest man in the world can’t outrun.",pdb_v9_dump_part42.json,537,859
16724,Mr. Bean,mr.bean,INTP 5w6,5w6,INTP - 5w6 - sp/sx - 593 - IT(N) - ILE - Phlegmatic [Dominant] - Extraversion 25% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 25% - Openness 75% - RCUEI - Chaotic Neutral,sp/sx,593,ILE,Phlegmatic [Dominant],FLEV,RCUEI,Chaotic Neutral,IT(N),Extraversion 25%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 25%,Openness 75%,"Ti, Ne, Si, Fe",2,2,Television,2034,Mr. Bean,TRUE,596,596,215,1122,335,1993,Wolfsbane,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/2d9f9a4f/profile_images/fb6997d4b3c74ac6bca1550d0f067d3e.png,"Mr. Bean (born 15 September 1956) rarely speaks, and when he does, it is generally only a few mumbled words which are in a comically low-pitched voice. Mr. Bean often seems unaware of basic aspects of the way the world works, and the programme usually features his attempts at what would normally be considered simple activities, such as going swimming, using a television set, redecorating or going to church. The humour largely comes from his original (and often absurd) solutions to problems – usually self-inflicted – and his total disregard for others when solving them, his pettiness and occasional malevolence. He is ingenious, childish, selfish, extremely competitive and brings various unusual schemes and contrivances to everyday tasks. He was born in London and lives in a flat in Highbury. He attended the University of Sussex and concentrated on trigonometry. He has worked as a housekeeper at the Odeon Leicester Square and as a guard at the National Gallery. He drives a Mini 1000.",pdb_v9_dump_part16.json,422,996
14905,Christopher Moltisanti,christophermoltisanti,ESFP 4w3,4w3,ESFP - 4w3 - sx/so - 468 - ES(F) - SEE - EFVL - Choleric-Melancholic - Extraversion 75% - Neuroticism 100% - Agreeableness 25% - Conscientiousness 25% - Openness 50% - SLUEN - Chaotic Evil,sx/so,468,SEE,Choleric-Melancholic,EFVL,SLUEN,Chaotic Evil,ES(F),Extraversion 75%,Neuroticism 100%,Conscientiousness 25%,Agreeableness 25%,Openness 50%,"Se, Fi, Te, Ni",2,2,Television,1471,The Sopranos,TRUE,297,297,195,1116,160,271,sarahgrizzly43,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/94fc73eb/profile_images/4ae0ce5d91724a958415a9bc21f9df08.png,"Christopher ""Chris"" Moltisanti, frequently referred to as Chrissy, is a mobster and nightclub owner, who was a made man in the Soprano crime family, under Tony Soprano. Following 2004, he is made Capo of his own crew. A member of the ""younger generation"" of mobsters, Christopher's erratic nature often puts him at odds with his boss and ""uncle"", Tony, who regularly has to endure his various demands and opinions, and as a product of Chrissy's unpredictability constantly fears he could betray him and turn state's evidence due to his constant drug abuse. Christopher has other ambitions apart from the Mafia, and, at one point, tried to pursue a career in screenwriting, which he's afraid will cause him to be rejected by his peers, though later in his life, Christopher does produce a direct-to-DVD mafia-themed slasher film called Cleaver, which is first screened in September 2007.",pdb_v9_dump_part14.json,510,886
715,Dobby,dobby,INFP 6w5,6w5,INFP - 6w5 - so/sp - 629 - IF(N) - EII - EVFL - Melancholic-Phlegmatic - Extraversion 25% - RLUAI - Chaotic Good,so/sp,629,EII,Melancholic-Phlegmatic,EVFL,RLUAI,Chaotic Good,IF(N),Extraversion 25%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 100%,Openness 75%,"Fi, Ne, Si, Te",2,3,Movies,87,Harry Potter (Film Series),TRUE,610,610,255,1095,114,3375,Cameron Lusk,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/9963aec1/profile_images/acdfc25dd71d4d4d923fd944773ac55e.png,"Dobby (28 June (year unknown) – March 1998) was a male house-elf who served the Malfoy family. His masters were Dark Wizards who treated him cruelly. In 1992, he disobeyed his masters and tried to warn Harry Potter of the plot to have the Chamber of Secrets reopened. He came to know this via the contact between his masters and Lord Voldemort. Dobby was a brave, loyal house-elf, willing to put himself in dangerous situations when he knew it to be the right thing to do. He was also very loyal to the few friends he had. He considered himself to be a good house-elf, though other house-elves seemed to find his desires and proclamations of being a free house-elf to be shameful. Despite this, he was still a hard worker. When he went to work at Hogwarts he refused Dumbledore's original offer of ten Galleons a week and weekends off, opting instead for one Galleon a week and one day off per month. #TobyJones",pdb_v9_dump_part1.json,469,911
